Date,CityCode,CityName,BaiduIndex
2019/12/31,632700,玉树藏族自治州,186.8160646
2019/12/31,632800,海西蒙古族藏族自治州,289.4566579
2019/12/31,640100,银川市,278.3715273
2019/12/31,640200,石嘴山市,281.1430453
2019/12/31,640300,吴忠市,261.986163
2019/12/31,640400,固原市,302.6526677
2019/12/31,640500,中卫市,209.6163502
2019/12/31,650100,乌鲁木齐市,266.7285058
2019/12/31,650200,克拉玛依市,296.053268
2019/12/31,650400,吐鲁番市,203.8751218
2019/12/31,650500,哈密市,274.8099615
2019/12/31,652300,昌吉回族自治州,329.0048809
2019/12/31,652700,博尔塔拉蒙古自治州,245.5579431
2019/12/31,652800,巴音郭楞蒙古自治州,355.3270817
2019/12/31,652900,阿克苏地区,321.2177575
2019/12/31,653000,克孜勒苏柯尔克孜自治州,224.9744012
2019/12/31,653100,喀什地区,316.1144271
2019/12/31,653200,和田地区,308.7565687
2019/12/31,654000,伊犁哈萨克州市,311.466995
2019/12/31,654200,塔城地区,199.3587102
2019/12/31,654300,阿勒泰地区,296.3256346
2019/12/31,659001,石河子市,334.0388984
2019/12/31,659002,阿拉尔市,232.6142234
2019/12/31,659003,图木舒克市,192.4592676
2019/12/31,659004,五家渠市,201.8883754
2019/12/31,659005,北屯市,NA
2019/12/31,659006,铁门关市,NA
2019/12/31,659007,双河市,NA
2019/12/31,659008,可克达拉市,NA
2019/12/31,659009,昆玉市,NA
2019/12/31,659010,胡杨河市,NA
2019/12/31,220500,通化市,333.7902722
2019/12/31,220300,四平市,336.106825
2019/12/31,610500,渭南市,261.8969375
2019/12/31,340100,合肥市,801.9961423
2020/1/1,110000,北京市,1276.07206
2020/1/1,120000,天津市,341.8630631
2020/1/1,130100,石家庄市,285.8915113
2020/1/1,130200,唐山市,257.7567292
2020/1/1,130300,秦皇岛市,259.1632379
2020/1/1,130400,邯郸市,287.7548251
2020/1/1,130500,邢台市,244.7064705
2020/1/1,130600,保定市,275.8868687
2020/1/1,130700,张家口市,252.4755412
2020/1/1,130800,承德市,269.6674872
2020/1/1,130900,沧州市,242.5773843
2020/1/1,131000,廊坊市,263.8486944
2020/1/1,131100,衡水市,239.0223602
2020/1/1,140100,太原市,269.0432016
2020/1/1,140200,大同市,304.0873867
2020/1/1,140300,阳泉市,210.3032269
2020/1/1,140400,长治市,212.8532735
2020/1/1,140500,晋城市,304.8034876
2020/1/1,140600,朔州市,202.3025413
2020/1/1,140700,晋中市,278.2346001
2020/1/1,140800,运城市,303.2202253
2020/1/1,140900,忻州市,306.1515872
